Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short,Short Ratio,Short % of Float,Shares Short (prior month)
0,0,PBCT,0,0,0,0,6770000000.0,10630000000.0,20.52,14.42,7.6,4.74,1.21,7.45,,23.62,37.75,0.79,6.15,1430000000.0,4.28,15.6,,,323100000.0,0.97,39.9,890800000.0,2.62,5010000000.0,,,16.4,,,0.9,19.53,18.46,2910000.0,339980000.0,337030000.0,0.65,78.78,23900000.0,9.14,8.99,24740000.0
0,0,TRV,0,0,0,0,38380000000.0,39160000000.0,19.29,12.41,0.54,1.33,1.62,1.36,10.01,7.11,10.72,1.9,8.76,28900000000.0,104.72,5.4,11440000000.0,3910000000.0,2040000000.0,7.33,-41.6,5240000000.0,19.3,6570000000.0,27.69,0.41,87.44,3760000000.0,9660000000.0,1.32,141.61,132.26,1840000.0,271430000.0,270530000.0,0.61,82.28,5840000.0,3.33,2.1,5430000.0
0,0,AIG,0,0,0,0,52370000000.0,69850000000.0,,9.67,0.23,1.06,0.8,1.41,10.31,-12.28,5.86,0.36,-8.5,49550000000.0,53.25,6.5,15260000000.0,6780000000.0,-6090000000.0,-6.54,,12750000000.0,14.13,31640000000.0,48.15,0.59,72.49,-8580000000.0,-1950000000.0,1.15,60.7,60.96,6510000.0,902470000.0,901900000.0,0.09,89.41,25970000.0,4.94,2.83,21320000.0
0,0,CMCSA,0,0,0,0,171240000000.0,230830000000.0,7.76,13.17,1.99,2.03,2.5,2.73,8.3,26.87,20.76,5.97,35.66,84530000000.0,17.95,4.2,59140000000.0,27810000000.0,22710000000.0,4.75,552.7,3440000000.0,0.74,64560000000.0,91.17,0.75,14.77,21400000000.0,7790000000.0,1.26,39.98,38.74,25660000.0,4640000000.0,4610000000.0,0.68,85.41,67440000.0,2.55,1.43,58020000.0
0,0,PEG,0,0,0,0,23820000000.0,37670000000.0,15.22,14.79,4.49,2.62,1.72,4.15,14.02,17.33,16.15,2.21,11.67,9080000000.0,17.99,0.3,3420000000.0,2690000000.0,1570000000.0,3.1,,313000000.0,0.62,13610000000.0,98.29,0.8,27.45,3260000000.0,-2310000000.0,0.4,49.29,49.2,3590000.0,504760000.0,503620000.0,0.22,72.02,,,0.0,
0,0,ORCL,0,0,0,0,213190000000.0,194880000000.0,22.12,16.19,1.96,5.48,3.82,5.01,12.87,25.48,35.19,6.52,18.86,38910000000.0,9.4,6.5,30260000000.0,15140000000.0,9910000000.0,2.33,9.9,71580000000.0,17.29,60680000000.0,107.77,5.07,13.48,14580000000.0,9680000000.0,1.02,50.18,49.43,16820000.0,4139999999.9999995,3000000000.0,27.46,59.35,29960000.0,2.45,0.98,29360000.0
0,0,VMC,0,0,0,0,15820000000.0,18230000000.0,26.79,21.63,1.23,4.07,3.18,4.68,19.49,15.45,16.18,4.38,12.44,3890000000.0,29.36,12.0,1000000000.0,935250000.0,593390000.0,4.46,139.0,141650000.0,1.07,2850000000.0,57.46,1.49,37.5,644680000.0,49160000.0,0.99,128.68,123.41,1470000.0,132479999.99999999,132080000.00000001,0.23,93.27,4150000.0000000005,3.48,3.15,3790000.0
0,0,NVDA,0,0,0,0,146510000000.0,135610000000.00002,50.24,33.36,4.06,15.08,19.64,13.96,39.83,31.37,33.06,19.04,46.05,9710000000.0,16.22,34.0,4059999999.9999995,3400000000.0,3050000000.0,4.82,70.9,7110000000.0,11.73,2000000000.0,26.77,8.03,12.33,,,1.53,236.19,203.72,15080000.0,605000000.0,581060000.0,4.46,68.99,13760000.0,1.01,2.82,12800000.0
0,0,WYN,0,0,0,0,11730000000.0,17420000000.0,14.0,14.68,1.26,2.54,13.38,3.78,14.15,18.88,22.07,6.29,102.31,4610000000.0,44.79,-6.7,2660000000.0,1230000000.0,818000000.0,8.4,173.8,116000000.0,1.16,6010000000.0,680.29,1.17,8.79,987000000.0,-91250000.0,1.43,120.48,110.77,1180000.0,99720000.0,98160000.0,2.95,95.35,6110000.0,5.65,6.65,6450000.0
0,0,ARG,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,ACI,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,HAS,0,0,0,0,11900000000.0,12020000000.0,30.73,16.53,1.94,2.29,6.52,2.31,12.24,7.61,15.56,9.76,21.35,5210000000.0,41.67,-2.1,3180000000.0,982200000.0,396610000.0,3.12,,1580000000.0,12.7,1850000000.0,101.02,2.9,14.69,724380000.0,352250000.0,0.44,95.47,94.48,1600000.0,124180000.0,114330000.0,8.78,85.15,4760000.0,2.18,4.2,5810000.0
0,0,FL,0,0,0,0,5100000000.0,4800000000.0,10.6,8.79,1.64,0.66,1.94,0.62,4.77,6.79,10.92,13.97,19.74,7690000000.0,59.0,-0.8,2640000000.0,1010000000.0,522000000.0,3.97,-35.0,890000000.0,7.34,126000000.0,4.74,4.41,21.67,835000000.0,492500000.0,0.37,48.14,40.2,3900000.0,121210000.0,120220000.0,24.06,9.44,0.03,0.03,0.0,1.38
0,0,WDC,0,0,0,0,27910000000.0,32299999999.999996,73.11,7.45,0.22,1.39,2.47,1.61,5.98,1.93,16.34,6.95,3.51,20010000000.0,68.29,9.2,6070000000.0,5400000000.0,386000000.0,1.28,,6300000000.0,21.18,12050000000.0,106.91,2.55,37.95,4250000000.0,3270000000.0,1.08,86.09,85.79,4090000.0,297560000.0,296700000.0,0.24,87.1,9330000.0,2.59,3.51,7310000.0
0,0,PVTB,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,BMC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,GRMN,0,0,0,0,11260000000.0,10020000000.0,16.25,18.63,3.5,3.65,2.96,3.25,13.27,22.51,21.67,8.77,19.25,3090000000.0,16.43,3.2,1780000000.0,755110000.0,694960000.0,3.68,1.6,1050000000.0,5.6,,,2.85,20.21,660840000.0,281450000.0,0.98,62.35,58.29,1290000.0,188190000.0,112650000.0,37.51,44.54,15120000.0,13.06,13.74,14380000.0
0,0,CNX,0,0,0,0,3870000000.0,5380000000.0,10.48,23.39,0.83,3.24,0.99,4.5,9.03,31.86,3.83,0.35,7.53,1200000000.0,5.22,,625360000.0,595630000.0,295040000.0,1.65,,509170000.0,2.28,2210000000.0,56.78,1.93,17.43,648690000.0,-399300000.0,0.6,14.34,13.78,4019999.9999999995,230090000.0,204400000.0,1.42,102.43,6940000.0,1.98,3.9,6780000.0
0,0,IP,0,0,0,0,23830000000.0,34240000000.000004,11.25,10.95,0.99,1.1,3.65,1.58,10.44,9.86,8.55,3.47,38.71,21740000000.0,52.69,50.4,6440000000.0,3280000000.0,2109999999.9999998,5.13,569.7,1020000000.0,2.46,11160000000.0,170.57,1.62,15.8,1760000000.0,205500000.0,1.7,60.5,57.66,2420000.0,412940000.0,411330000.0,0.59,84.16,,0.0,0.0,1.9
0,0,CMG,0,0,0,0,8880000000.0,8240000000.0,51.55,29.29,1.67,1.98,6.53,1.84,18.41,3.94,6.35,8.72,12.74,4480000000.0,157.12,7.3,756220000.0,447520000.0,176250000.0,6.17,174.1,508950000.0,18.22,,,1.94,48.69,467100000.0,215610000.0,0.53,310.55,305.19,1340000.0,27930000.0,24610000.0,2.83,51.61,5460000.0,3.12,24.61,5570000.0
0,0,ARNA,0,0,0,0,1670000000.0,1380000000.0,,-16.53,0.69,15.73,7.66,12.97,241.14,-36.78,-1.84,-0.44,-36.42,106440000.0,3.32,-58.7,108630000.0,5730000.0,-39150000.0,-1.22,,278740000.0,7.1,62680000.0,28.74,4.42,5.57,-69170000.0,26890000.0,2.6,38.81,30.64,39260000.0,39260000.0,39170000.0,0.26,74.71,2770000.0,5.53,11.21,2680000.0
0,0,DSW,0,0,0,0,1540000000.0,1220000000.0,18.03,11.55,7.8,0.56,1.63,0.44,4.69,3.13,6.44,7.74,9.2,2750000000.0,34.35,1.7,771830000.0,259399999.99999997,86130000.0,1.07,-89.6,329550000.0,4.12,,,2.74,11.86,240720000.0,200190000.0,0.63,20.14,20.22,1490000.0,72270000.0,68280000.0,11.36,109.81,12450000.0,6.07,21.54,12480000.0
0,0,ESRX,0,0,0,0,42240000000.0,55550000000.0,12.24,7.27,0.66,0.42,2.65,0.56,7.61,4.51,5.49,6.48,26.37,100060000000.0,172.49,2.1,8760000000.0,7300000000.0,4520000000.0,6.09,62.2,2310000000.0,4.09,16010000000.000002,88.35,0.67,28.1,5350000000.0,5330000000.0,1.0,77.11,67.75,4190000.0000000005,566370000.0,563300000.0,0.3,90.46,31160000.0,7.54,5.16,31570000.0
0,0,CFN,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,PH,0,0,0,0,23660000000.0,28500000000.0,27.67,15.63,1.13,1.77,4.29,2.13,13.45,6.54,12.57,7.57,17.39,13350000000.0,100.23,26.2,2840000000.0,2120000000.0,873530000.0,6.43,-76.7,1130000000.0,8.51,6050000000.0,109.56,1.49,41.44,1360000000.0,575970000.0,1.18,191.38,184.12,1060000.0,133050000.00000001,131340000.0,0.37,83.6,1690000.0,2.44,1.28,1270000.0
0,0,CCI,0,0,0,0,43770000000.0,59010000000.0,106.66,68.18,5.71,10.05,3.55,13.55,25.36,10.21,25.78,2.56,4.47,4360000000.0,11.41,19.9,2790000000.0,2330000000.0,386260000.0,1.01,-21.3,314090000.0,0.77,16160000000.0,130.96,0.88,30.37,2040000000.0,669190000.0,0.35,108.34,107.2,2580000.0,406280000.0,405260000.0,0.37,95.68,9710000.0,3.95,2.7,10090000.0
0,0,AEE,0,0,0,0,13090000000.0,21500000000.0,25.21,16.91,2.84,2.12,1.82,3.48,8.92,8.47,23.6,3.6,7.26,6180000000.0,25.46,3.4,2690000000.0,2410000000.0,523000000.0,2.14,,10000000.0,0.04,8420000000.0,114.92,0.55,29.61,2100000000.0,-375120000.0,0.27,55.17,59.17,1720000.0,242640000.0,241400000.0,0.36,70.89,6630000.0,5.35,3.05,6430000.0
0,0,JBL,0,0,0,0,4810000000.0,6020000000.0,49.05,9.44,0.88,0.25,2.08,0.31,4.63,0.54,2.74,3.04,4.41,19540000000.0,108.69,9.4,1550000000.0,1300000000.0,104860000.0,0.56,-27.5,746260000.0,4.26,2120000000.0,90.44,0.95,13.21,1050000000.0,511940000.0,0.26,26.38,28.18,2450000.0,175240000.0,157790000.0,8.05,101.77,13960000.0,6.33,8.16,12770000.0
0,0,EBAY,0,0,0,0,43660000000.0,46930000000.0,,16.59,1.57,4.56,5.51,4.91,15.96,-10.62,23.67,5.68,-10.88,9570000000.0,8.99,9.1,7340000000.0,2940000000.0,-1010000000.0,-0.95,,5860000000.0,5.79,10010000000.0,124.21,2.19,7.84,3150000000.0,1930000000.0,1.46,41.76,38.35,10200000.0,1010000000.0,951910000.0,5.92,90.45,25490000.0,2.55,2.53,22420000.0
0,0,OI,0,0,0,0,3580000000.0,8279999999.999999,20.12,7.3,1.21,0.52,4.43,1.21,8.53,2.62,7.91,3.59,31.78,6870000000.0,42.21,4.3,1130000000.0,971000000.0,183000000.0,1.09,,492000000.0,3.02,5300000000.0,571.3,1.06,4.95,721000000.0,348120000.0,1.1,22.08,23.43,1460000.0,163110000.0,161710000.0,0.75,99.96,5500000.0,3.92,3.4,4670000.0
0,0,STX,0,0,0,0,16020000000.0,17700000000.0,25.58,11.5,1.37,1.51,15.08,1.67,8.66,6.1,12.88,9.89,50.15,10630000000.0,36.39,0.7,3170000000.0,2040000000.0,648000000.0,2.2,-46.5,2560000000.0,8.97,4880000000.0,459.57,1.58,3.73,1760000000.0,1050000000.0,1.85,52.22,40.89,4740000.0,284830000.0,260500000.0,54.42,0.0,42160000.0,7.28,21.92,40320000.0
0,0,UNM,0,0,0,0,11050000000.0,12620000000.0,11.43,9.1,1.94,0.98,1.16,1.12,7.57,8.81,13.86,1.55,10.72,11290000000.0,49.83,1.5,3800000000.0,1670000000.0,994200000.0,4.37,7.6,1230000000.0,5.57,2940000000.0,30.74,8.14,43.02,1150000000.0,411000000.0,1.37,52.63,52.52,1790000.0,221260000.0,220470000.0,0.37,96.48,4600000.0,3.64,2.25,3350000.0
0,0,HAR,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,FTI,0,0,0,0,13980000000.0,10600000000.0,124.92,20.39,11.02,0.93,1.04,0.7,6.71,0.75,6.41,2.42,1.4,15060000000.0,32.26,61.5,965200000.0,1580000000.0,113300000.0,0.24,,6740000000.0,14.45,3860000000.0,28.75,1.31,28.72,210700000.0,-2360000000.0,0.83,31.37,28.72,3490000.0,466430000.0,439030000.0,24.85,0.0,11990000.0,2.86,0.0,11000000.0
0,0,KSS,0,0,0,0,11230000000.0,14360000000.0,17.64,12.15,1.33,0.61,2.23,0.77,6.28,3.48,7.14,5.91,12.71,18520000000.0,109.61,0.1,6740000000.0,2280000000.0,644000000.0,3.79,-19.9,736000000.0,4.38,4550000000.0,90.46,1.63,29.93,1730000000.0,993370000.0,1.03,64.94,50.72,4160000.0,168000000.0,166330000.0,0.98,109.32,30050000.0,6.11,19.58,32890000.0
0,0,CVS,0,0,0,0,68629999999.99999,93340000000.0,10.5,10.07,1.44,0.37,1.82,0.5,7.45,3.58,5.44,6.62,17.79,184770000000.0,181.14,5.3,28550000000.0,12530000000.0,6610000000.0,6.44,92.6,1810000000.0,1.79,27030000000.0,71.69,1.02,37.17,8010000000.0,6080000000.0,0.85,74.07,74.83,9050000.0,1010000000.0,1010000000.0,0.19,86.18,25580000.0,2.57,2.48,24840000.0
0,0,PKI,0,0,0,0,8359999999.999999,9980000000.0,28.64,19.09,1.54,3.7,3.32,4.42,21.78,12.97,15.65,4.26,6.74,2260000000.0,20.36,40.7,1070000000.0000001,458140000.0,156890000.0,2.64,,202130000.0,1.84,2009999999.9999998,80.14,1.27,22.74,288450000.0,247610000.0,1.24,77.58,72.57,110500000.0,110500000.0,101900000.0,0.94,94.81,2300000.0,3.72,2.11,2460000.0
0,0,CMS,0,0,0,0,12060000000.0,22270000000.0,26.03,17.08,2.64,1.83,2.71,3.38,10.58,6.99,20.69,3.81,10.54,6580000000.0,23.51,8.4,2500000000.0,2100000000.0,460000000.0,1.64,,182000000.0,0.64,10490000000.0,234.19,0.89,15.77,1700000000.0,-298750000.0,0.14,43.51,46.89,2750000.0,282400000.0,280460000.0,0.61,91.54,5100000.0,2.44,2.04,5880000.0
0,0,AKAM,0,0,0,0,11890000000.0,11500000000.0,55.51,20.33,1.88,4.75,3.59,4.59,15.4,8.72,15.76,5.49,6.68,2500000000.0,14.59,7.7,1530000000.0,746840000.0,218320000.0,1.26,-79.1,711940000.0,4.19,662910000.0,20.02,2.82,19.48,800980000.0,358250000.0,-0.03,66.27,56.88,2330000.0,170030000.0,164960000.0,3.04,92.4,10460000.0,4.38,6.23,9530000.0
0,0,AEP,0,0,0,0,32229999999.999996,55080000000.0,16.88,15.9,2.99,2.09,1.76,3.57,10.45,12.4,22.25,3.35,10.8,15420000000.0,31.36,0.5,8970000000.0,5270000000.0,1910000000.0,3.88,7.3,376300000.0,0.76,23110000000.0,126.19,0.51,37.17,4269999999.9999995,-506780000.0,0.14,66.77,71.99,3430000.0,492010000.0,491900000.0,0.03,73.45,,0.0,0.0,2.48
0,0,YUM,0,0,0,0,27060000000.0,34780000000.0,21.59,21.25,1.79,4.6,,5.92,17.4,22.8,29.7,20.28,,5880000000.0,16.94,-16.4,2920000000.0,2000000000.0,1340000000.0,3.77,43.9,1520000000.0,4.58,9800000000.0,,1.66,-19.08,1030000000.0,508250000.0,0.58,81.38,79.19,2020000.0,332510000.0,331870000.0,0.25,78.08,5060000.0,2.62,1.44,3880000.0
0,0,HES,0,0,0,0,15270000000.0,17400000000.0,,-44.89,-5.36,2.86,1.38,3.26,8.68,-76.19,-22.24,-2.87,-28.21,5350000000.0,17.02,15.5,4019999999.9999995,2009999999.9999998,-4120000000.0,-13.12,,4850000000.0,15.39,6980000000.0,56.48,2.53,35.07,945000000.0,347750000.0,1.72,48.34,45.57,4650000.0,315050000.0,264490000.0,11.33,94.32,28320000.0,5.92,10.35,33400000.0
0,0,EIX,0,0,0,0,19570000000.0,33229999999.999996,34.92,13.2,4.94,1.59,1.68,2.7,8.08,4.59,18.11,2.68,3.88,12320000000.0,37.79,11.7,4640000000.0,4110000000.0000005,565000000.0,1.72,,1090000000.0,3.35,14520000000.0,104.54,0.53,35.82,3590000000.0,-813500000.0,0.06,60.95,72.35,4059999.9999999995,325810000.0,325240000.0,0.18,83.58,3840000.0,2.31,1.18,3860000.0
0,0,PNW,0,0,0,0,8529999999.999999,13620000000.0,17.54,16.23,4.82,2.39,1.7,3.82,8.81,13.7,26.21,3.54,10.09,3570000000.0,31.88,2.8,1660000000.0,1550000000.0,488460000.0,4.35,-59.4,13890000.0,0.12,4970000000.0,96.72,0.85,44.8,1120000000.0,-512460000.00000006,0.2,78.05,85.37,1050000.0,111800000.0,111260000.0,0.44,84.18,2650000.0,3.78,2.39,2200000.0
0,0,PETM,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CCE,0,0,0,0,19170000000.0,25120000000.0,23.06,13.0,0.88,1.41,2.38,1.84,11.23,6.22,11.99,4.51,10.47,13620000000.0,28.12,2.2,3740000000.0,2240000000.0,847400000.0,1.74,,443410000.0,0.91,7080000000.0,85.98,1.01,16.84,2000000000.0,1160000000.0,0.54,38.74,40.12,1650000.0,482540000.0,488860000.0,0.63,0.0,1260000.0,1.06,1.64,1470000.0
0,0,URBN,0,0,0,0,4000000000.0,3480000000.0,24.72,16.96,1.79,1.13,3.12,0.98,8.65,4.81,7.67,8.89,13.52,3560000000.0,31.23,3.5,1240000000.0,401890000.0,171230000.0,1.5,-4.8,327950000.0,3.03,,,2.29,11.87,355200000.0,225600000.0,0.48,34.78,28.89,2570000.0,108250000.0,77580000.0,36.51,80.12,20420000.0,9.24,31.04,23220000.0
0,0,TE,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,TMO,0,0,0,0,84420000000.0,101960000000.0,37.58,17.44,1.65,4.04,3.32,4.87,19.42,10.64,15.4,3.93,9.49,20920000000.0,52.96,22.1,9450000000.0,5250000000.0,2230000000.0,5.59,-16.1,1340000000.0,3.33,21010000000.0,82.67,1.35,63.37,4000000000.0,2550000000.0,1.32,211.09,196.19,1500000.0,401780000.0,400170000.0,0.18,90.54,4200000.0,2.55,1.08,3970000.0
0,0,V,0,0,0,0,273220000000.00003,276700000000.0,40.22,23.33,1.5,14.56,9.78,14.75,21.56,38.12,66.99,12.03,21.96,18760000000.0,8.2,9.0,15730000000.0,12840000000.0,6900000000.0,3.01,21.8,11550000000.0,5.12,16620000000.000002,49.76,2.07,12.37,9460000000.0,7400000000.0,1.05,121.77,112.42,8240000.0,1800000000.0,1790000000.0,0.1,94.76,,0.0,0.0,0.84
0,0,BHI,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,UPS,0,0,0,0,94610000000.0,111950000000.0,19.57,13.99,1.4,1.44,91.58,1.7,11.41,7.45,11.43,10.97,673.06,65870000000.00001,75.63,11.2,49440000000.0,9810000000.0,4910000000.0,5.61,,4070000000.0000005,4.72,24320000000.0,2360.87,1.22,1.2,1480000000.0,514500000.0,0.97,116.5,117.69,4580000.0,688250000.0,688180000.0,0.01,69.15,8060000.000000001,3.01,1.17,9370000.0
0,0,DNB,0,0,0,0,4760000000.0,5860000000.0,34.0,15.06,1.77,2.73,,3.36,12.78,8.09,23.7,11.01,,1740000000.0,47.22,1.9,1740000000.0,458100000.0,141700000.0,3.79,-66.4,442400000.0,11.96,1680000000.0,,1.04,-22.42,286500000.0,231810000.0,1.04,120.62,117.67,37000000.0,37000000.0,36890000.0,0.38,93.74,2.46,2.46,1.74,2.09
0,0,VPRT,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,BAX,0,0,0,0,36190000000.0,36310000000.0,52.07,21.27,1.82,3.43,3.98,3.44,16.11,6.79,14.31,5.78,8.32,10560000000.0,19.45,4.9,4460000000.0,2250000000.0,724000000.0,1.29,,3390000000.0,6.28,3510000000.0,38.53,2.58,16.85,1840000000.0,1070000000.0000001,1.04,67.96,65.11,3180000.0,540140000.0,503250000.0,0.14,87.68,4780000.0,1.98,0.89,5540000.0
0,0,FDX,0,0,0,0,65110000000.0,77780000000.0,22.39,14.36,1.31,1.04,3.82,1.25,9.17,4.74,8.76,7.07,18.7,62340000000.0,233.46,9.3,38300000000.0,8490000000.0,2950000000.0,10.86,10.7,2770000000.0,10.33,15440000000.0,90.54,1.57,63.66,3790000000.0,303000000.0,1.57,254.22,234.37,1850000.0,267890000.0,247510000.0,7.56,76.31,,,0.0,
0,0,FHN,0,0,0,0,6520000000.0,7420000000.0,30.72,11.75,1.95,4.86,1.56,5.52,,12.32,32.42,0.51,4.86,1340000000.0,5.56,17.3,,,159320000.0,0.65,,4139999999.9999995,12.66,5030000000.0,,,12.82,,,0.99,19.66,19.03,3620000.0,326740000.0,321930000.0,1.36,85.15,23650000.0,8.05,10.26,22840000.0
0,0,PCG,0,0,0,0,21840000000.0,39950000000.0,13.21,10.63,3.02,1.27,1.14,2.33,6.8,9.61,17.6,2.76,8.74,17129999999.999998,33.47,-13.0,5810000000.0,5870000000.0,1650000000.0,3.21,-83.5,449000000.0,0.87,19150000000.0,98.33,0.88,37.34,5980000000.0,-814750000.0,0.08,41.45,54.6,6670000.0,514970000.0,513919999.99999994,0.16,83.94,6720000.0,0.82,1.32,6120000.0
0,0,VALE,0,0,0,0,70700000000.0,93070000000.0,13.48,10.41,0.54,2.1,1.58,2.76,6.12,15.24,34.27,7.15,15.36,33670000000.0,6.53,31.0,33490000000.000004,15210000000.0,6670000000.0,1.01,287.8,4710000000.0,0.9,26930000000.0,59.4,1.86,8.57,11310000000.0,5370000000.0,2.11,13.37,11.48,25810000.0,5220000000.0,919870000.0,0.0,19.53,93340000.0,3.47,0.0,104480000.0
0,0,C,0,0,0,0,190340000000.0,35330000000.0,,10.02,0.72,2.96,1.05,0.55,,-10.58,35.93,-0.37,-3.1,64280000000.0,23.82,-0.3,63280000000.0,,-7940000000.0,-2.98,,658380000000.0,256.17,485020000000.0,,,70.62,-8590000000.0,,1.41,76.67,73.62,16950000.0,2570000000.0,2570000000.0,0.13,82.03,0.44,0.44,0.0,
0,0,EQR,0,0,0,0,21730000000.0,29850000000.0,34.94,41.53,15.84,8.79,2.05,12.08,18.69,24.42,34.36,2.57,5.78,2470000000.0,6.74,4.2,1650000000.0,1600000000.0,600360000.0,1.63,-54.8,55790000.0,0.15,8960000000.0,82.64,0.16,27.73,1270000000.0,1130000000.0,0.66,58.49,64.48,2180000.0,368170000.0,362830000.0,2.18,95.9,8380000.000000001,5.57,2.6,9540000.0
0,0,LIFE,0,0,0,0,89270000.0,12150000.0,,-1.86,,,1.23,,-0.25,0.0,0.0,-33.58,-67.4,,,,,-47700000.0,-49300000.0,-2.03,,90380000.0,3.04,14750000.0,20.4,9.49,2.43,-43750000.0,-26290000.0,,3.43,3.88,29760000.0,29760000.0,15130000.0,87.89,0.0,3.61,3.61,2.31,
0,0,IRM,0,0,0,0,9240000000.0,15140000000.0,47.22,25.11,0.87,2.4,3.99,3.94,11.9,4.78,19.2,4.51,8.75,3850000000.0,14.46,6.1,2160000000.0,1270000000.0,190110000.0,0.69,-53.6,925700000.0,3.24,7040000000.0,294.67,1.47,8.11,720970000.0,557270000.0,0.62,33.59,37.86,2270000.0,285310000.0,278940000.0,3.39,96.4,20790000.0,19.4,9.49,21140000.0
0,0,STT,0,0,0,0,38770000000.0,-13890000000.0,20.13,12.47,0.68,3.47,2.03,-1.24,,19.49,30.12,0.9,10.0,11170000000.0,29.8,12.7,,,1990000000.0,5.24,-37.6,77680000000.0,211.29,25340000000.0,,,52.01,6930000000.0,,1.44,106.01,98.16,1740000.0,367650000.0,345490000.0,0.79,93.98,4240000.0,2.39,1.12,3840000.0
0,0,FFIV,0,0,0,0,9410000000.0,8060000000.000001,23.48,14.81,2.13,4.49,7.67,3.84,12.71,19.79,27.73,14.86,34.26,2100000000.0,33.07,1.4,1740000000.0,634250000.0,414970000.0,6.48,-6.1,1000000000.0,16.24,,,1.46,19.84,740930000.0,667560000.0,0.81,142.77,128.28,61840000.0,61840000.0,61640000.0,0.26,97.63,3430000.0,4.14,5.31,3400000.0
0,0,HBAN,0,0,0,0,17860000000.0,29300000000.0,16.14,12.27,1.04,4.35,1.78,7.13,,28.88,40.93,1.16,11.23,4110000000.0000005,3.79,7.3,,,1110000000.0,1.0,80.5,1780000000.0,1.66,14350000000.0,,,9.09,1950000000.0,,1.43,15.84,14.32,10640000.0,1100000000.0,1060000000.0,0.97,82.09,16430000.0,1.95,1.52,19610000.0
0,0,CF,0,0,0,0,10080000000.0,13570000000.0,28.24,25.12,0.75,2.44,2.82,3.29,12.25,8.67,5.45,0.98,6.83,4130000000.0,17.69,26.8,430000000.0,1110000000.0,358000000.0,1.53,,835000000.0,3.58,4690000000.0,70.2,2.53,15.34,1630000000.0,1130000000.0,1.29,40.9,37.62,3320000.0,233290000.0,232100000.0,5.79,33.71,23160000.0,6.23,12.55,23480000.0
0,0,KMX,0,0,0,0,11120000000.0,23840000000.0,16.45,13.73,1.05,0.62,3.38,1.33,17.79,3.88,6.49,4.4,21.99,17920000000.0,97.24,11.0,2180000000.0,1340000000.0,694570000.0,3.74,8.9,32360000.0,0.18,13010000000.0,394.14,2.7,18.19,-325210000.0,334320000.0,1.62,66.35,69.34,2350000.0,180850000.0,179820000.0,0.56,102.55,12260000.0,9.48,6.64,11900000.0
0,0,NBR,0,0,0,0,2250000000.0,5570000000.0,,-35.4,-1.26,0.88,0.7,2.17,10.25,-21.31,-11.61,-2.24,-15.54,2570000000.0,9.14,31.6,883540000.0,543250000.0,-503290000.0,-1.95,,365370000.0,1.27,4030000000.0000005,128.16,1.57,10.16,,,1.75,7.34,6.86,10360000.0,317900000.0,266360000.0,10.13,89.66,400.0,0.05,0.0,500.0
0,0,DRI,0,0,0,0,11630000000.0,12400000000.0,24.13,17.49,1.48,1.52,5.88,1.62,12.36,6.46,9.55,9.31,26.2,7630000000.0,61.29,14.6,1570000000.0,1000000000.0,501600000.0,3.9,6.5,114700000.0,0.93,1090000000.0,55.11,0.34,16.0,923900000.0,690040000.0,-0.06,95.74,87.63,1590000.0,123530000.0,123330000.0,0.2,94.65,8410000.0,5.95,7.54,8390000.0
0,0,EXC,0,0,0,0,35870000000.0,70330000000.0,9.36,12.31,3.9,1.07,1.2,2.1,7.26,11.24,14.15,2.56,12.88,33530000000.0,35.41,6.5,9370000000.0,9690000000.0,3770000000.0,3.97,817.2,898000000.0,0.93,35580000000.0,110.74,1.1,30.99,7480000000.0,-1120000000.0,0.31,37.64,38.95,6860000.0,965030000.0,963720000.0,0.21,79.9,13300000.0,2.86,1.44,13880000.0
